keys,en,it,es,pt_BR,fr,nl,ar,ru,de,zh
DIALOG_MONASTERY_3,"Yet I can't seem to understand why.
How is this possible? The curse was supposed to become harmless.","Ma non riesco a capire perché.
Com'è possibile? La maledizione doveva diventare qualcosa di insignificante.","Pero no logro entender por qué.
¿Cómo es posible? Se suponía que la maldición se volvería inofensiva.","Ainda assim eu não consigo entender.
Como isso é possível? A maldição deveria ter sido dissipada.","J'ai du mal à comprendre. Comment est-ce possible? 
La malédiction est censée s'être amenuisée.","Maar ik kan niet snappen waarom.
Hoe is het mogelijk? De vloek moest onschadelijk zijn.",,"И всё-таки, я не могу понять почему.
Как же это возможно? Оно должно было стать безвредным.",,"但我不清楚到底为什么【诅咒】会回来。
怎么可能呢？【诅咒】应该已经被清除了才对。"
DIALOG_MONASTERY_4,"I have seen it with my own eyes!
That demonic power fading away, and the darkness being cast aside.","L'ho visto con i miei occhi!
Quel potere demoniaco che spariva, e con sé l'oscurità.","¡Lo había visto con mis propios ojos!
Ese poder demoníaco desvaneciéndose y la oscuridad disipando.","Eu vi com meus próprios olhos!
Aquele poder demoníaco desaparecendo, e com ele a escuridão.","Je l'ai vu de mes propres yeux! 
Ce pouvoir démoniaque s'était dissipé, de même que les ténèbres.","Ik heb het met mijn eigen ogen gezien!
De demonische kracht die wegvaagde, en de duisternis die werd weggeroepen.",,"Я видел своими очами!
И чувствовал то, как демоническая сила убыла, а тьма рассеялась.",,"我当时亲眼看见的！
那股邪恶力量消退了，黑暗也被驱散了。"
DIALOG_MONASTERY_5,"There must be something else at play here.
Something out of our minds...","Dev'esserci qualcos'altro in mezzo qui.
Qualcosa che ci sta sfuggendo di mente...","Debe haber algo más en juego aquí.
Algo fuera de nuestra imaginación...","Deve ter algo mais acontecendo aqui.
Algo que estamos ignorando...","Il doit forcément se tramer quelque chose. 
Quelque chose qui dépasse l'entendement...","Er moet iets anders zijn wat dit veroorzaakt.
Iets buiten onze gedachten...",,"Что-то здесь нечисто.
Происходящее немыслимо...",,"一定还有什么我所不知道的原因。
可能是一些我当时没想到的事情..."
DIALOG_MONASTERY_6,"But first, I shall explore this monastery.
This place reeks of evil.","Ma prima, esplorerò questo monastero.
Questo posto puzza di malvagità.","Pero primero, exploraré este monasterio.
Este lugar apesta a maldad.","Mas primeiro, vou explorar este mosteiro.
Este lugar fede a maldade.","Mais je devrais d'abord explorer ce monastère. 
Cet endroit empeste le mal.","Maar eerst, zal ik dit klooster verkennen.
Deze plaats riekt van het kwaad.",,"Что ж, сперва исследую монастырь.
От сего места просто несёт злом.",,"不过我应该先探索这修道院。
这里弥漫着邪恶的气息。"
DIALOG_MONASTERY_PUZZLE_1,"An enigma? There are three tombstones, each with a shape and a number carved into them.","Un enigma? Ci sono 3 tombe, ciascuna con una figura e un numero incise sopra.","¿Un enigma? Hay tres lápidas, cada una con una forma y un número tallado.","Uma charada? Existem três lápides, cada uma com um formato e um número esculpidos.","Une enigme? Il y a trois pierres tombales, chacune ayant une forme et un nombre gravé dessus.","Een enigma? Er zijn drie grafstenen, elk met een vorm en een nummer erin gekerft.",,"Загадка? Три надгробия, каждое с выбитой формой и номером.",,是谜题吗？这里有三块墓碑，上面刻有奇怪的纹样跟数字。
DIALOG_MONASTERY_PUZZLE_2,"The first one looks like a skeleton, the second one a bat, and the last one... a helmet.","La prima figura sembra uno scheletro, il secondo un pipistrello, e l'ultimo... un elmo.","El primero parece un esqueleto, el segundo un murciélago y el último... un casco.","O primeiro parece um esqueleto, o segundo um morcego e o último... um capacete.","La première ressemble à un squelette, la deuxieme une chauve souris, et la dernière... un heaume.","De eerste ziet er uit als een skelet, de tweede een vleermuis, en de laatste... een helm.",,"Первое выглядит как скелет, второе - мышь, и наконец... шлем.",,第一个墓碑上面有骷髅的纹样，第二个墓碑上有蝙蝠，第三个...有个头盔。
DIALOG_MONASTERY_PUZZLE_3,"And I must solve this to explore further beyond.
How bothersome.","E devo risolvere questo enigma per continuare l'esplorazione.
Che seccatura.","Y debo resolver esto para explorar más allá.
Qué fastidio.","E eu preciso resolver isso para explorar mais.
Que inoportuno.","Et je veis devoir résoudre cette énigme pour explorer plus loin. 
Que c'est ennuyant.","En ik moet dit oplossen om verder te kunnen gaan.
Hoe irritant.",,"И я должен решить её, чтобы пройти дальше...
Как же хлопотно.",,"看来我得解开这个谜题才能通过这里。
解谜好烦啊。"
DIALOG_MONASTERY_FORGING_1,"Such astonishing power.
Is it coming from that sculpture?","Che potere straordinario.
Proviene da quella statua?","Qué poder tan asombroso.
¿Proviene de esa escultura?","Que poder incrível.
Está vindo daquela escultura?","Quel pouvoir extraordinaire.
Viendrait-il de cette sculpture ?","Zo'n angstaanjagende kracht.
Komt het van die beeldhouwwerk?",,"Сколь потрясающая мощь!
Она исходит от данной скульптуры?",,"如此惊人的力量。
这力量是从那座雕塑里来的吗？"
DIALOG_MONASTERY_FORGING_2,"I remember this feeling.
Devil forging... It seems that I can never get rid of this demonic power.
","Ricordo questa sensazione, la forgiatura diabolica...
Sembra che io non possa mai sbarazzarmi di questo potere demoniaco.","Recuerdo esa sensación, forja de demonios...
Parece que nunca podré librarme de este poder endemoniado.","Eu me lembro dessa sensação.
Forja de demônios... Parece que nunca conseguirei me livrar desse poder diabólico.","Je me souviens de cette sensation. La forge démoniaque... 
Visiblement, je ne pourrai jamais me débarrasser de ce pouvoir diabolique.","Ik herinner dit gevoel.
Duivel smeden... Het lijkt erop dat ik nooit deze demonische kracht kan verliezen.",,"Это чувство слишком знакомо.
Ковка демонов... Похоже мне не суждено скрыться от этой тёмной силы.",,"我记得这种感觉。
恶魔精炼...看来我没法彻底割舍这可恶的恶魔之力。"
DIALOG_MONASTERY_FORGING_3,"But perhaps this is the only way to find out what's going on.
I can feel the darkness in the air, clinging to the hearts of humans.
","Ma forse questo è l'unico modo per scoprire cosa sta succedendo.
Posso sentire l'oscurità nell'aria, oscurità che tende al cuore delle persone.","Pero quizás esta sea la única manera de averiguar qué está pasando.
Siento la oscuridad en el aire, aferrándose a los corazones de los humanos.","Mas talvez seja a única forma de descobrir o que está havendo.
Consigo sentir a escuridão no ar, agarrando-se aos corações dos homens.","Mais peut-être est-ce le seul moyen de comprendre ce qui se passe. 
Je ressens les ténèbres dans l'air, accrochées aux cœurs des humains.","Maar misschien is dit wel de enige weg om uit te vinden wat er aan de hand is.
Ik kan de duisternis in de lucht voelen, vastklampend aan de harten van mensen.",,"Но возможно это единственный способ понять что происходит.
Я чувствую мрак в воздухе, так и цепляющийся за сердца людей.",,"但是要查出事件的根源，也只有这么做了。
我能感到空气中弥漫着的黑暗力量，它正侵蚀着人类的心灵。"
DIALOG_MONASTERY_FORGING_4,"...I will reclaim this power once again.
Hopefully, for the last time.
","...Riprenderò in possesso questo potere di nuovo.
Sperando che sia davvero l'ultima volta.","...Recuperaré este poder una vez más.
Ojalá sea por última vez.","...Eu reivindicarei esse poder novamente.
E dessa vez espero que seja a última.","...Je vais réclamer ce pouvoir à nouveau. 
Pour la dernière fois, je l'espère.","...Ik zal deze kracht opnieuw terugeisen.
Hopelijk, voor de laatste keer.",,"...Я вновь овладею проклятым искусством.
Надеюсь, что в последний раз.",,"...没办法，只有重新启用这力量了。
希望这是最后一次。"
DIALOG_MONASTERY_FORGING_5,"Now, how did it work?
I must remember the procedure for devil forging...
","Ora, com'è che funzionava?
Devo ricordarmi la procedura...","Ahora bien, ¿cómo funcionaba?
Debo recordar el procedimiento para la forja de demonios...","Certo... como era mesmo?
Preciso me lembrar como se forja um demônio...","Alors. Qu'est-ce qu'il fallait faire? 
Il faut que je me rappelle de la procédure pour forger...","Nou, hoe werkte het?
Ik moet toch iets van het duivel smeden herinneren...",,"Итак, как же я им пользовался?
Мне нужно вспомнить процедуру...",,"那么，是怎么操作的呢？
我得记住恶魔精炼的步骤..."
FIRST_CARMILLA_DIALOGUE_1,"Greetings, Hector.
You are, without a doubt, the most interesting person in Dracula's Court.","Ah, se non è Hector: l'uomo più interessante nella corte di Dracula.","Ah, si no es Héctor: el hombre más interesante de la corte de Drácula.","Saudações, Hector.
Você é, sem dúvida, a pessoa mais intrigante da corte de Drácula.","Ah, si ce n'est pas Hector, l'homme le plus intéressant de la cour de Dracula.","Gegroet, Hector. 
Je bent zonder twijfel de meest interessante persoon in Dracula's Hof.",,"Приветствую вас, Гектор.
Вы - самый занятный человек при дворе Дракулы.",,"你好，海克特。
毫无疑问，你是德古拉军团里最有趣的人。"
FIRST_CARMILLA_DIALOGUE_2,"I've come to know of your heroic feat.
You've certainly become very strong.","Sono venuta a conoscenza della tua grande impresa.
Sei diventato proprio un uomo forte.","Me enteré de tu hazaña heroica.
Te has convertido en un hombre muy fuerte.","Fiquei sabendo do seu feito heroico.
Você realmente se tornou muito forte.","J'ai eu vent de tes faits héroïques. 
Tu es certainement devenu fort.","Ik ben op de hoogte gebracht van je heldhaftige daad.
Je bent een erg sterk geworden.",,"Я прознала о вашем героическом подвиге.
Вы стали, определённо, очень сильны.",,"我已经得知你的英勇事迹了。
你的确变得非常强大了。"
